index,NAIC Code ,Company Name ,Calendar Year ,Net Premiums Written
5457,20478,NATIONAL FIRE INS CO OF HARTFORD,2010,45182634
5458,42447,NATIONAL GEN ASSUR CO,2010,6771775
5459,23728,NATIONAL GEN INS CO,2010,5635620
5460,36072,NATIONAL GUARDIAN RRG INC,2010,6031
5461,44016,NATIONAL HOME INS CO RRG,2010,61270
5462,32620,NATIONAL INTERSTATE INS CO,2010,24182871
5463,20052,NATIONAL LIAB & FIRE INS CO,2010,17513027
5464,39004,NATIONAL MERIT INS CO,2010,3605946
5465,23825,NATIONAL PUBLIC FINANCE GUAR CORP,2010,3142
5466,22608,NATIONAL SPECIALTY INS CO,2010,29407883
5467,21881,NATIONAL SURETY CORP,2010,35159949
5468,19445,NATIONAL UNION FIRE INS CO OF PITTS,2010,484481820
5469,28223,NATIONWIDE AGRIBUSINESS INS CO,2010,1420927
5470,10723,NATIONWIDE ASSUR CO,2010,1050238
5471,23760,NATIONWIDE GEN INS CO,2010,34451551
5472,25453,NATIONWIDE INS CO OF AMER,2010,95948991
5473,23779,NATIONWIDE MUT FIRE INS CO,2010,129342005
5474,23787,NATIONWIDE MUT INS CO,2010,149849076
5475,37877,NATIONWIDE PROP & CAS INS CO,2010,60144598
5476,42307,NAVIGATORS INS CO,2010,47541322
5477,15865,NCMIC INS CO,2010,4260756
5478,24171,NETHERLANDS INS CO THE,2010,57676383
5479,23841,NEW HAMPSHIRE INS CO,2010,391789727
5480,12122,NEW JERSEY MANUFACTURERS INS CO,2010,7265247
5481,12130,NEW SOUTH INS CO,2010,123804772
5482,14834,NEW YORK CENTRAL MUT FIRE INS CO,2010,424096874
5483,16608,NEW YORK MARINE & GEN INS CO,2010,36587478
5484,20690,NEW YORK MUNICIPAL INS RECIP,2010,41121018
5485,34843,NEW YORK SCHOOLS INS RECIP,2010,79330935
5486,14788,NGM INS CO,2010,142662552
5487,27073,NIPPONKOA INS CO LTD US BR,2010,5453053
5488,23965,NORFOLK & DEDHAM MUT FIRE INS CO,2010,369350
5489,31470,NORGUARD INS CO,2010,20778892
5490,29700,NORTH AMER ELITE INS CO,2010,3419494
5491,29874,NORTH AMER SPECIALTY INS CO,2010,22319596
5492,43869,NORTH COUNTRY INS CO,2010,8429119
5493,24007,NORTH EAST INS CO,2010,2776161
5494,27740,NORTH POINTE INS CO,2010,1273223
5495,21105,NORTH RIVER INS CO,2010,8172739
5496,38148,NORTH SEA INS CO,2010,3932124
5497,38369,NORTHERN ASSUR CO OF AMER,2010,9719231
5498,19372,NORTHERN INS CO OF NY,2010,4231722
5499,25992,NORTHERN SECURITY INS CO INC,2010,1913074
5500,24015,NORTHLAND INS CO,2010,9049119
5501,42552,NOVA CAS CO,2010,20553212
5502,34630,OAK RIVER INS CO,2010,5370
5503,23248,OCCIDENTAL FIRE & CAS CO OF NC,2010,11088482
5504,27855,ZURICH AMER INS CO OF IL,2010,59033
5505,31232,WORK FIRST CAS CO,2010,450242
5506,25780,WILLIAMSBURG NATL INS CO,2010,2129809
5507,30325,ZALE IND CO,2010,55811
5508,12360,OCEAN HARBOR CAS INS CO,2010,6647838
5509,24074,OHIO CAS INS CO,2010,12040366
5510,24104,OHIO FARMERS INS CO,2010,393416
5511,26565,OHIO IND CO,2010,5371756
5512,40231,OLD DOMINION INS CO,2010,16858810
5513,24139,OLD REPUBLIC GEN INS CORP,2010,17194816
5514,24147,OLD REPUBLIC INS CO,2010,56887446
5515,37060,OLD UNITED CAS CO,2010,631520
5516,20621,ONEBEACON AMER INS CO,2010,54456712
5517,21970,ONEBEACON INS CO,2010,11084666
5518,42650,ONEBEACON MIDWEST INS CO,2010,91824
5519,22870,ONTARIO INS CO,2010,4378035
5520,44105,OPHTHALMIC MUT INS CO RRG,2010,252502
5521,30175,ORISKA INS CO,2010,7816419
5522,43850,OSWEGO CNTY MUT INS CO,2010,5483900
5523,30350,OTSEGO CO PATRONS COOP FIRE RELIEF,2010,1700394
5524,14915,OTSEGO MUT FIRE INS CO,2010,17258233
5525,22748,PACIFIC EMPLOYERS INS CO,2010,5927355
5526,20346,PACIFIC IND CO,2010,169946948
5527,37850,PACIFIC SPECIALTY INS CO,2010,362973
5528,10222,PACO ASSUR CO INC,2010,683134
5529,40177,PARAMOUNT INS CO,2010,24111961
5530,13049,PARK INS CO,2010,16231021
5531,23442,PATRIOT GEN INS CO,2010,598001
5532,18333,PEERLESS IND INS CO,2010,1399283
5533,24198,PEERLESS INS CO,2010,198291135
5534,32859,PENN AMER INS CO,2010,63374
5535,14982,PENN MILLERS INS CO,2010,2167178
5536,21962,PENNSYLVANIA GEN INS CO,2010,7956
5537,14974,PENNSYLVANIA LUMBERMENS MUT INS,2010,18239970
5538,12262,PENNSYLVANIA MANUFACTURERS ASSOC INS,2010,33196950
5539,41424,PENNSYLVANIA MANUFACTURERS IND CO,2010,16973186
5540,14990,PENNSYLVANIA NATL MUT CAS INS CO,2010,825227
5541,37648,PERMANENT GEN ASSUR CORP,2010,10565729
5542,12297,PETROLEUM CAS CO,2010,1013175
5543,18058,PHILADELPHIA IND INS CO,2010,259933687
5544,25623,PHOENIX INS CO,2010,118380008
5545,41467,PHYSICIANS RECIP INSURERS,2010,397222330
5546,18619,PLATTE RIVER INS CO ,2010,2888509
5547,39845,WESTPORT INS CORP,2010,25832908
5548,10287,PMI INS CO,2010,7985015
5549,27251,PMI MORTGAGE INS CO,2010,23599170
5550,14460,PODIATRY INS CO OF AMER,2010,9834512
5551,37257,PRAETORIAN INS CO,2010,81603519
5552,15024,PREFERRED MUT INS CO,2010,131832588
5553,44083,PREFERRED PHYSICIANS MEDICAL RRG,2010,9504607
5554,36234,PREFERRED PROFESSIONAL INS CO,2010,2696354
5555,15586,PRESERVER INS CO,2010,2507291
5556,12873,PRIVILEGE UNDERWRITERS RECP EXCH,2010,19584345
5557,21903,PROCENTURY INS CO,2010,1554945
5558,11127,PROFESSIONAL SOLUTIONS INS CO,2010,37703
5559,25585,PROFESSIONALS DIRECT INS CO,2010,1787341
5560,11851,PROGRESSIVE ADVANCED INS CO,2010,67277249
5561,24260,PROGRESSIVE CAS INS CO,2010,79793108
5562,16322,PROGRESSIVE DIRECT INS CO,2010,77003880
5563,24279,PROGRESSIVE MAX INS CO,2010,37685765
5564,38628,PROGRESSIVE NORTHERN INS CO,2010,161899455
5565,42919,PROGRESSIVE NORTHWESTERN INS CO,2010,49259918
5566,37834,PROGRESSIVE PREFERRED INS CO,2010,65699886
5567,32786,PROGRESSIVE SPECIALTY INS CO,2010,81388630
5568,34690,PROPERTY & CAS INS CO OF HARTFORD,2010,42554927
5569,12416,PROTECTIVE INS CO,2010,3796238
5570,15040,PROVIDENCE MUT FIRE INS CO,2010,4952587
5571,15059,PUBLIC SERV MUT INS CO,2010,42611891
5572,39217,QBE INS CORP,2010,99969013
5573,15067,QUINCY MUT FIRE INS CO,2010,13417239
5574,36250,RADIAN ASSET ASSUR INC,2010,44402910
5575,33790,RADIAN GUAR INC,2010,34923240
5576,24449,REGENT INS CO,2010,7053977
5577,16535,ZURICH AMER INS CO,2010,385636270
5578,12475,REPUBLIC FRANKLIN INS CO,2010,57840511
5579,31275,REPUBLIC MORTGAGE INS OF NC,2010,10794383
5580,31089,REPWEST INS CO,2010,1258199
5581,43044,RESPONSE INS CO,2010,4693025
5582,20133,RESPONSE WORLDWIDE DIRECT AUTO INS C,2010,6221834
5583,26050,RESPONSE WORLDWIDE INS CO,2010,5618353
5584,28860,RLI IND CO,2010,29958
5585,13056,RLI INS CO,2010,54973763
5586,12491,ROCHDALE INS CO OF NY ,2010,57467052
5587,22314,RSUI IND CO,2010,30266433
5588,41378,RUTGERS CAS INS CO,2010,15928508
5589,24740,SAFECO INS CO OF AMER,2010,29956954
5590,11215,SAFECO INS CO OF IN,2010,11172839
5591,24759,SAFECO NATL INS CO,2010,2589452
5592,11123,SAFETY FIRST INS CO,2010,8244
5593,15105,SAFETY NATL CAS CORP,2010,23099526
5594,38300,SAMSUNG FIRE & MARINE INS CO LTD,2010,16655640
5595,10368,SAUQUOIT VALLEY INS CO,2010,969472
5596,15580,SCOTTSDALE IND CO,2010,16363287
5597,15563,SEABRIGHT INS CO,2010,1276188
5598,10054,SECURIAN CAS CO,2010,43022
5599,15113,SECURITY MUT INS CO,2010,37298725
5600,12572,SELECTIVE INS CO OF AMER,2010,41566933
5601,13730,SELECTIVE INS CO OF NY,2010,22313082
5602,19259,SELECTIVE INS CO OF SC,2010,2560173
5603,26301,SELECTIVE WAY INS CO,2010,72219772
5604,10936,SENECA INS CO INC,2010,39925425
5605,11000,SENTINEL INS CO LTD,2010,150832925
5606,28460,SENTRY CAS CO,2010,235440
5607,24988,SENTRY INS A MUT CO,2010,15111637
5608,21180,SENTRY SELECT INS CO,2010,4371379
5609,11126,SOMPO JAPAN INS CO OF AMER,2010,23002395
5610,20613,SPARTA INS CO,2010,25865948
5611,11114,ST CHARLES INS CO RRG,2010,640
5612,24767,ST PAUL FIRE & MARINE INS CO,2010,108622308
5613,24775,ST PAUL GUARDIAN INS CO,2010,6205173
5614,24791,ST PAUL MERCURY INS CO,2010,41195769
5615,19224,ST PAUL PROTECTIVE INS CO,2010,578872
5616,19070,STANDARD FIRE INS CO,2010,52161672
5617,18023,STAR INS CO,2010,11280998
5618,40045,STARNET INS CO,2010,26020331
5619,38318,STARR IND & LIAB CO,2010,83691658
5620,25143,STATE FARM FIRE & CAS CO,2010,1013210589
5621,25151,STATE FARM GEN INS CO,2010,9717
5622,25178,STATE FARM MUT AUTO INS CO,2010,1097130862
5623,36102,STATE INS FUND,2010,1309759096
5624,36103,STATE INS FUND DISABILITY BENEFITS,2010,9715280
5625,12831,STATE NATL INS CO INC,2010,13468137
5626,25275,STATE WIDE INS CO,2010,33262317
5627,15210,STERLING INS CO,2010,47465939
5628,10952,STONEBRIDGE CAS INS CO,2010,17538414
5629,10340,STONINGTON INS CO,2010,14118009
5630,11024,STRATHMORE INS CO,2010,32424491
5631,10916,SURETEC INS CO,2010,48086
5632,24047,SURETY BONDING CO OF AMER,2010,168561
5633,13666,SYNCORA CAPITAL ASSUR INC,2010,32445101
5634,20311,SYNCORA GUAR INC,2010,26724483
5635,12866,T H E INS CO,2010,3812018
5636,42376,TECHNOLOGY INS CO INC,2010,94385606
5637,29513,THE BAR PLAN MUT INS CO ,2010,828
5638,23280,THE CINCINNATI IND CO,2010,287240
5639,28240,THE SERV INS CO INC,2010,1224251
5640,13242,TITAN IND CO,2010,2738765
5641,10945,TM CAS INS CO,2010,5805
5642,32301,TNUS INS CO,2010,447302
5643,12904,TOKIO MARINE & NICHIDO FIRE INS CO,2010,27294680
5644,44300,TOWER INS CO OF NY,2010,243329708
5645,43702,TOWER NATL INS CO,2010,66877062
5646,41238,TRANS PACIFIC INS CO,2010,1164990
5647,28886,TRANSGUARD INS CO OF AMER INC,2010,2415192
5648,20494,TRANSPORTATION INS CO,2010,27755012
5649,28188,TRAVCO INS CO,2010,126901430
5650,19038,TRAVELERS CAS & SURETY CO,2010,30293345
5651,31194,TRAVELERS CAS & SURETY CO OF AMER,2010,94892285
5652,36170,TRAVELERS CAS CO OF CT,2010,4475038
5653,19046,TRAVELERS CAS INS CO OF AMER,2010,36186173
5654,36137,TRAVELERS COMMERCIAL INS CO,2010,19097512
5655,27998,TRAVELERS HOME & MARINE INS CO,2010,219453669
5656,25658,TRAVELERS IND CO,2010,133524553
5657,25666,TRAVELERS IND CO OF AMER,2010,107222244
5658,25682,TRAVELERS IND CO OF CT,2010,98520697
5659,25674,TRAVELERS PROP CAS CO OF AMER,2010,326420822
5660,36161,TRAVELERS PROP CAS INS CO,2010,5538650
5661,23060,TRI STATE CONSUMER INS CO,2010,37911550
5662,24350,TRIAD GUAR INS CORP,2010,1105789
5663,41211,TRITON INS CO,2010,1664203
5664,21709,TRUCK INS EXCH,2010,31581152
5665,27120,TRUMBULL INS CO,2010,18849838
5666,29459,TWIN CITY FIRE INS CO CO,2010,112360432
5667,37893,ULLICO CAS CO,2010,12229517
5668,25844,UNION INS CO,2010,7202246
5669,36226,UNITED CAS & SURETY INS CO,2010,156290
5670,11770,UNITED FINANCIAL CAS CO,2010,5143311
5671,16250,UNITED FRONTIER MUT INS CO,2010,3016692
5672,40525,UNITED GUAR CREDIT INS CO,2010,430744
5673,26999,UNITED GUAR MORTGAGE IND CO,2010,20845418
5674,15873,UNITED GUAR RESIDENTIAL INS CO,2010,6980838
5675,25941,UNITED SERV AUTOMOBILE ASSN,2010,161166933
5676,25887,UNITED STATES FIDELITY & GUAR CO,2010,3583825
5677,21113,UNITED STATES FIRE INS CO,2010,45314879
5678,25895,UNITED STATES LIAB INS CO,2010,15521063
5679,10881,UNITRIN ADVANTAGE INS CO,2010,5964921
5680,16063,UNITRIN AUTO & HOME INS CO,2010,47705966
5681,10226,UNITRIN DIRECT INS CO,2010,5333791
5682,10915,UNITRIN DIRECT PROP & CAS CO,2010,1716958
5683,25909,UNITRIN PREFERRED INS CO,2010,38351345
5684,32867,UNIVERSAL FIRE & CAS INS CO,2010,143763
5685,10759,UNIVERSAL N AMER INS CO,2010,55450
5686,13200,UNIVERSAL SURETY OF AMER,2010,950
5687,41181,UNIVERSAL UNDERWRITERS INS CO,2010,42248018
5688,40843,UNIVERSAL UNDERWRITERS OF TX INS,2010,26021
5689,29998,UPPER HUDSON NATL INS CO,2010,160391
5690,29599,US SPECIALTY INS CO,2010,131449661
5691,25968,USAA CAS INS CO,2010,130131533
5692,18600,USAA GEN IND CO,2010,25009932
5693,28497,USPLATE GLASS INS CO,2010,242424
5694,15326,UTICA FIRST INS CO,2010,68687767
5695,25976,UTICA MUT INS CO,2010,65521646
5696,10687,UTICA NATL ASSUR CO,2010,43299915
5697,43478,UTICA NATL INS CO OF TX,2010,36365083
5698,26611,VALIANT INS CO,2010,22436263
5699,35408,IMPERIUM INS CO,2009,37554870
5700,38245,BCS INS CO,2009,21677185
5701,25232,21ST CENTURY ADVANTAGE INS CO,2009,18077911
5702,34789,21ST CENTURY CENTENNIAL INS CO,2009,9920739
5703,43974,21ST CENTURY IND INS CO,2009,20628227
5704,12963,21ST CENTURY INS CO,2009,1307554
5705,32220,21ST CENTURY N AMER INS CO,2009,124756737
5706,36587,21ST CENTURY NATL INS CO ,2009,14547459
5707,22225,21ST CENTURY PREFERRED INS CO,2009,5658172
5708,20796,21ST CENTURY PREMIER INS CO,2009,15118748
5709,23833,21ST CENTURY SECURITY INS CO,2009,1340598
5710,11105,A CENTRAL INS CO,2009,53086567
5711,10921,ACA INS CO,2009,11579879
5712,42544,ACADEMIC HLTH PROFESSIONALS INS ,2009,44429013
5713,31325,ACADIA INS CO,2009,11409642
5714,26379,ACCREDITED SURETY & CAS CO INC,2009,85917
5715,22667,ACE AMER INS CO,2009,254316481
5716,20702,ACE FIRE UNDERWRITERS INS CO,2009,2592086
5717,20699,ACE PROP & CAS INS CO,2009,23833687
5718,19984,ACIG INS CO,2009,302477
5719,22950,ACSTAR INS CO,2009,507712
5720,12583,ADIRONDACK INS EXCH,2009,169316368
5721,44318,ADMIRAL IND CO,2009,50926302
5722,40517,ADVANTAGE WORKERS COMP INS CO,2009,31951
5723,33898,AEGIS SECURITY INS CO,2009,2229225
5724,36153,AETNA INS CO OF CT,2009,497116
5725,10014,AFFILIATED FM INS CO,2009,64645585
5726,22837,AGCS MARINE INS CO,2009,14222234
5727,42757,AGRI GEN INS CO,2009,2980633
5728,34886,AIOI NISSAY DOWA INS CO OF AMER,2009,724759
5729,24899,ALEA NORTH AMERICA INS CO,2009,54253
5730,20222,ALL AMER INS CO,2009,4385666
5731,30970,ALLEGANY CO-OP INS CO,2009,12964997
5732,13285,ALLEGHENY CAS CO,2009,153866
5733,15334,ALLIANCE NATL INS CO,2009,3990
5734,35300,ALLIANZ GLOBAL RISKS US INS CO,2009,33215849
5735,19489,ALLIED WORLD ASSUR CO US INC,2009,31887199
5736,10212,ALLMERICA FIN ALLIANCE INS CO,2009,59178030
5737,41840,ALLMERICA FIN BENEFIT INS CO,2009,1561327
5738,19240,ALLSTATE IND CO,2009,306626001
5739,19232,ALLSTATE INS CO,2009,1746598466
5740,17230,ALLSTATE PROP & CAS INS CO,2009,560550169
5741,37907,ALLSTATE VEHICLE & PROP INS CO,2009,288066
5742,21296,ALTERRA AMER INS CO,2009,3727458
5743,18708,AMBAC ASSUR CORP,2009,173727917
5744,19720,AMERICAN ALT INS CORP,2009,43973415
5745,21849,AMERICAN AUTOMOBILE INS CO,2009,52438119
5746,10111,AMERICAN BANKERS INS CO OF FL,2009,26800438
5747,20427,AMERICAN CAS CO OF READING PA,2009,26334509
5748,19941,AMERICAN COMMERCE INS CO,2009,41690377
5749,12300,AMERICAN CONTRACTORS INS CO RRG,2009,1387094
5750,38237,AMERICAN COUNTRY INS CO,2009,10672738
5751,19690,AMERICAN ECONOMY INS CO,2009,11572924
5752,23337,AMERICAN EUROPEAN INS CO,2009,1546649
5753,23450,AMERICAN FAMILY HOME INS CO,2009,7009596
5754,24066,AMERICAN FIRE & CAS CO,2009,5521630
5755,26247,AMERICAN GUAR & LIAB INS,2009,119659308
5756,19380,AMERICAN HOME ASSUR CO,2009,19549659
5757,21857,AMERICAN INS CO,2009,51379582
5758,23469,AMERICAN MODERN HOME INS CO,2009,25805280
5759,12190,AMERICAN PET INS CO,2009,200801
5760,19615,AMERICAN RELIABLE INS CO,2009,9588679
5761,19631,AMERICAN ROAD INS CO,2009,2862420
5762,39969,AMERICAN SAFETY CAS INS CO,2009,5184442
5763,42978,AMERICAN SECURITY INS CO,2009,105099940
5764,17965,AMERICAN SENTINEL INS CO,2009,62176
5765,10235,AMERICAN SOUTHERN INS CO,2009,286165
5766,19704,AMERICAN STATES INS CO,2009,27819002
5767,13366,AMERICAN STEAMSHIP OWNERS MUT PROT,2009,109907089
5768,31380,AMERICAN SURETY CO,2009,225317
5769,16616,AMERICAN TRANSIT INS CO,2009,131490399
5770,40142,AMERICAN ZURICH INS CO,2009,64280416
5771,12504,AMERIPRISE INS CO,2009,1916468
5772,19488,AMERISURE INS CO,2009,70064
5773,23396,AMERISURE MUT INS CO,2009,418893
5774,27928,AMEX ASSUR CO,2009,32912248
5775,42390,AMGUARD INS CO,2009,1745822
5776,19976,AMICA MUT INS CO,2009,132529975
5777,11150,ARCH INS CO,2009,155381163
5778,10348,ARCH REINS CO,2009,1154
5779,19801,ARGONAUT INS CO,2009,30452299
5780,19828,ARGONAUT MIDWEST INS CO,2009,807169
5781,41459,ARMED FORCES INS EXCH,2009,851744
5782,24678,ARROWOOD IND CO,2009,1000965
5783,21865,ASSOCIATED IND CORP,2009,12568843
5784,16489,ASSOCIATED MUT INS CO,2009,8545646
5785,19305,ASSURANCE CO OF AMER,2009,9145539
5786,30180,ASSURED GUAR CORP,2009,212151787
5787,18287,ASSURED GUAR MUNICIPAL CORP,2009,135421026
5788,41769,ATHENA ASSUR CO,2009,91919
5789,19895,Atlantic Mut Ins Co,2009,381832
5790,27154,ATLANTIC SPECIALTY INS CO,2009,163618
5791,22586,ATLANTIC STATES INS CO,2009,1042954
5792,25422,ATRADIUS TRADE CREDIT INS CO,2009,4449523
5793,19062,AUTOMOBILE INS CO OF HARTFORD CT,2009,260411855
5794,34460,AUTOONE INS CO,2009,44535358
5795,34479,AUTOONE SELECT INS CO,2009,9555808
5796,10367,AVEMCO INS CO,2009,2338146
5797,29530,AXA ART INS CORP,2009,14369112
5798,33022,AXA INS CO,2009,12423336
5799,37273,AXIS INS CO,2009,68729368
5800,20370,AXIS REINS CO,2009,5836360
5801,24813,BALBOA INS CO,2009,17430916
5802,18538,BANCINSURE INC,2009,453204
5803,18279,BANKERS STANDARD INS CO,2009,47971112
5804,19763,BAY STATE INS CO,2009,6804131
5805,37540,BEAZLEY INS CO INC,2009,15138036
5806,32603,BERKLEY INS CO,2009,1379660
5807,29580,BERKLEY REGIONAL INS CO,2009,6110778
5808,13070,BERKSHIRE HATHAWAY ASSUR CORP,2009,18862526
5809,20095,BITUMINOUS CAS CORP,2009,121005
5810,20109,BITUMINOUS FIRE & MARINE INS CO,2009,10720
5811,40754,BLUE RIDGE IND CO,2009,4420143
5812,10371,BROOME CO OPERATIVE INS CO,2009,5795157
5813,13528,BROTHERHOOD MUT INS CO,2009,1021527
5814,23620,BURLINGTON INS CO,2009,20333660
5815,43800,CALLICOON CO OPERATIVE INS CO,2009,5989345
5816,19771,CAMBRIDGE MUT FIRE INS CO,2009,25585692
5817,21946,CAMDEN FIRE INS ASSOC,2009,6588
5818,36340,CAMICO MUT INS CO,2009,2470828
5819,12260,CAMPMED CAS & IND CO INC  ,2009,625826
5820,20877,Capital Markets Assur Corp,2009,45472
5821,10472,CAPITOL IND CORP,2009,1068153
5822,10510,CAROLINA CAS INS CO,2009,5229650
5823,17205,CASTLEPOINT INS CO,2009,160295957
5824,40134,CASTLEPOINT NATL INS CO,2009,2203708
5825,11255,CATERPILLAR INS CO,2009,1628686
5826,24503,CATLIN IND CO,2009,396590
5827,19518,CATLIN INS CO,2009,16937588
5828,19909,Centennial Ins Co,2009,80707
5829,43826,CENTRAL CO OPERATIVE INS CO,2009,5419353
5830,20230,CENTRAL MUT INS CO,2009,16939090
5831,34274,CENTRAL STATES IND CO OF OMAHA,2009,3313790
5832,25615,CHARTER OAK FIRE INS CO,2009,199533354
5833,19402,CHARTIS PROP CAS CO,2009,25054211
5834,10372,CHAUTAUQUA PATRONS INS ASSOC,2009,8046245
5835,10642,CHEROKEE INS CO,2009,310381
5836,29670,CHERRY VALLEY COOP INS CO,2009,258996
5837,22810,CHICAGO INS CO,2009,28151972
5838,12777,CHUBB IND INS CO,2009,161571183
5839,10052,CHUBB NATL INS CO,2009,3305153
5840,18767,CHURCH MUT INS CO,2009,19967268
5841,25771,CIFG ASSUR N AMER INC,2009,25805611
5842,22004,CIM INS CORP,2009,3388760
5843,28665,CINCINNATI CAS CO,2009,543178
5844,10677,CINCINNATI INS CO,2009,58169462
5845,31534,CITIZENS INS CO OF AMER,2009,61589478
5846,33480,CLERMONT INS CO,2009,5046153
5847,29114,CMG MORTGAGE ASSUR CO,2009,248
5848,40266,CMG MORTGAGE INS CO,2009,3319726
5849,31887,COFACE N AMER INS CO,2009,14619042
5850,34347,COLONIAL AMER CAS & SURETY CO,2009,753806
5851,10758,COLONIAL SURETY CO,2009,7414078
5852,19410,COMMERCE & INDUSTRY INS CO,2009,103986270
5853,10220,COMMONWEALTH INS CO OF AMER,2009,885147
5854,10025,COMMUNITY MUT INS CO,2009,3869601
5855,34711,COMPUTER INS CO,2009,597166
5856,20443,CONTINENTAL CAS CO,2009,310160970
5857,28258,CONTINENTAL IND CO,2009,8815718
5858,35289,CONTINENTAL INS CO,2009,22894241
5859,10804,CONTINENTAL WESTERN INS CO,2009,10778130
5860,37206,CONTRACTORS BONDING & INS CO,2009,238116
5861,10499,COREPOINTE INS CO,2009,1412920
5862,10022,COUNTRYWAY INS CO,2009,10844658
5863,10839,COUNTRYWIDE INS CO,2009,91793886
5864,26492,COURTESY INS CO,2009,15981
5865,31348,CRUM & FORSTER IND CO,2009,165304
5866,10847,CUMIS INS SOCIETY INC,2009,19269378
5867,21164,DAIRYLAND INS CO,2009,2908063
5868,16624,DARWIN NATL ASSUR CO,2009,17492998
5869,16705,DEALERS ASSUR CO,2009,7169476
5870,37184,DEERFIELD INS CO,2009,734
5871,12718,DEVELOPERS SURETY & IND CO,2009,559629
5872,42048,DIAMOND STATE INS CO,2009,2768512
5873,36463,DISCOVER PROP & CAS INS CO,2009,16988713
5874,10645,DRIVERS INS CO,2009,3527446
5875,13919,DRYDEN MUT INS CO,2009,41691284
5876,10724,EASTERN ALLIANCE INS CO,2009,40194
5877,43320,EASTERN MUT INS CO,2009,7099124
5878,14702,EASTGUARD INS CO,2009,757564
5879,40649,ECONOMY PREMIER ASSUR CO,2009,43534831
5880,21261,ELECTRIC INS CO,2009,44498598
5881,21326,EMPIRE FIRE & MARINE INS CO,2009,41837396
5882,21350,EMPIRE INS CO,2009,6652
5883,20648,EMPLOYERS FIRE INS CO,2009,51492391
5884,21458,EMPLOYERS INS  OF WAUSAU,2009,27064764
5885,21415,EMPLOYERS MUT CAS CO,2009,433569
5886,11252,ENCOMPASS HOME & AUTO INS CO,2009,9481216
5887,15130,ENCOMPASS IND CO,2009,59641434
5888,11251,ENCOMPASS INDEPENDENT INS CO,2009,617854
5889,10071,ENCOMPASS INS CO OF AMER,2009,60580461
5890,10072,ENCOMPASS PROP & CAS CO,2009,17377103
5891,10641,ENDURANCE AMER INS CO,2009,20765637
5892,11551,ENDURANCE REINS CORP OF AMER,2009,1058480
5893,10374,ERIE & NIAGRA INS ASSOC,2009,51163346
5894,26263,ERIE INS CO,2009,167924154
5895,16233,ERIE INS CO OF NY,2009,4728833
5896,26830,ERIE INS PROP & CAS CO,2009,879401
5897,37915,ESSENTIA INS CO,2009,12074881
5898,25712,ESURANCE INS CO,2009,57654649
5899,20516,EULER HERMES AMER CREDIT IND CO,2009,17767234
5900,35378,EVANSTON INS CO,2009,32055297
5901,11037,EVEREADY INS CO,2009,14007741
5902,10120,EVEREST NATL INS CO ,2009,114169176
5903,12750,EVERGREEN NATL IND CO,2009,3083315
5904,11045,EXCELSIOR INS CO,2009,66028169
5905,25917,EXECUTIVE INS CO,2009,13023
5906,35181,EXECUTIVE RISK IND INC,2009,38901292
5907,21482,FACTORY MUT INS CO,2009,92257425
5908,24384,FAIRMONT SPECIALTY INS CO,2009,2
5909,13803,FARM FAMILY CAS INS CO,2009,137017330
5910,10806,FARMERS NEW CENTURY INS CO,2009,38165381
5911,41483,FARMINGTON CAS CO,2009,103927935
5912,13608,FDM PREFERRED INS CO INC,2009,2020005
5913,20281,FEDERAL INS CO,2009,509898030
5914,13935,FEDERATED MUT INS CO,2009,14435326
5915,28304,FEDERATED SERV INS CO,2009,492485
5916,39306,FIDELITY & DEPOSIT CO OF MD ,2009,53857322
5917,35386,FIDELITY & GUAR INS CO,2009,4946310
5918,25879,FIDELITY & GUAR INS UNDERWRITERS INC,2009,3511996
5919,25180,FIDELITY NATL INS CO,2009,1765597
5920,16578,FIDELITY NATL PROP & CAS INS CO,2009,16022728
5921,88625,FIDUCIARY INS CO OF AMER,2009,37973612
5922,35009,FINANCIAL CAS & SURETY INC,2009,143093
5923,12815,FINANCIAL GUAR INS CO,2009,81828656
5924,43842,FINGER LAKES FIRE & CAS INS CO,2009,9494601
5925,13610,FIRE DISTRICTS INS CO INC,2009,1110487
5926,37400,FIRE DISTRICTS OF NY MUT INS CO INC,2009,14197494
5927,21873,FIREMANS FUND INS CO,2009,212641445
5928,21784,FIREMENS INS CO OF WASHINGTON DC,2009,1310991
5929,37710,FIRST AMER PROP & CAS INS CO,2009,32292
5930,34525,FIRST AMER SPECILATY INS CO,2009,88130
